,#SampleID,temperature_deg_c,ph,adiv_observed_otus
2331,755.LSSF.DELTA.D20.16.06.11.lane1.NoIndex.L001,19,,1262
2332,755.LSSF.DELTA.D20.09.06.11.lane1.NoIndex.L001,18.4,,723
2333,755.LSSF.DELTA.D20.02.06.11.lane1.NoIndex.L001,18.6,,482
2334,755.LSSF.GAMMA.D20.22.07.11.lane1.NoIndex.L001,20.7,,570
2335,755.LSSF.GAMMA.D15.14.07.11.lane1.NoIndex.L001,19,,357
2336,755.LSSF.GAMMA.D10.08.07.11.lane1.NoIndex.L001,19,,398
2337,755.LSSF.GAMMA.D10.30.06.11.lane1.NoIndex.L001,19,,259
2338,755.LSSF.GAMMA.D5.23.06.11.lane1.NoIndex.L001,19,,262
2339,755.LSSF.GAMMA.D1.16.06.11.lane1.NoIndex.L001,19,,248
2340,755.LSSF.DELTA.D30.30.06.11.lane1.NoIndex.L001,19,,900
2341,755.LSSF.DELTA.D20.23.06.11.lane1.NoIndex.L001,19,,1154
2342,755.LSSF.DELTA.D15.16.06.11.lane1.NoIndex.L001,19,,1177
2343,755.LSSF.DELTA.D15.09.06.11.lane1.NoIndex.L001,18.4,,821
2344,755.LSSF.DELTA.D15.02.06.11.lane1.NoIndex.L001,18.6,,595
2345,755.LSSF.DELTA.D15.26.05.11.lane1.NoIndex.L001,19.1,,586
2346,755.LSSF.GAMMA.D15.22.07.11.lane1.NoIndex.L001,20.7,,558
2347,755.LSSF.GAMMA.D10.14.07.11.lane1.NoIndex.L001,19,,347
2348,755.LSSF.GAMMA.D5.08.07.11.lane1.NoIndex.L001,19,,256
2349,755.LSSF.GAMMA.D5.30.06.11.lane1.NoIndex.L001,19,,236
2350,755.LSSF.GAMMA.D1.23.06.11.lane1.NoIndex.L001,19,,279
2351,755.EF.GAMMA.09.06.11.lane1.NoIndex.L001,14.6,7.58,70
2352,755.LSSF.DELTA.D20.30.06.11.lane1.NoIndex.L001,19,,890
2353,755.LSSF.DELTA.D15.23.06.11.lane1.NoIndex.L001,19,,938
2354,755.LSSF.DELTA.D10.16.06.11.lane1.NoIndex.L001,19,,977
2355,755.LSSF.DELTA.D10.09.06.11.lane1.NoIndex.L001,18.4,,842
2356,755.LSSF.DELTA.D10.02.06.11.lane1.NoIndex.L001,18.6,,659
2357,755.LSSF.DELTA.D10.26.05.11.lane1.NoIndex.L001,19.1,,822
2358,755.LSSF.GAMMA.D10.22.07.11.lane1.NoIndex.L001,20.7,,511
2359,755.LSSF.GAMMA.D5.14.07.11.lane1.NoIndex.L001,19,,381
2360,755.LSSF.GAMMA.D1.08.07.11.lane1.NoIndex.L001,19,,330
2361,755.LSSF.GAMMA.D1.30.06.11.lane1.NoIndex.L001,19,,239
2362,755.LSSF.GAMMA.D45.16.06.11.lane1.NoIndex.L001,19,,397
2363,755.LSSF.GAMMA.D45.09.06.11.lane1.NoIndex.L001,18.4,,173
2364,755.LSSF.GAMMA.D30.09.06.11.lane1.NoIndex.L001,18.4,,150
2365,755.LSSF.GAMMA.D30.02.06.11.lane1.NoIndex.L001,18.6,,93
2366,755.LSSF.BETA.D45.22.07.11.lane1.NoIndex.L001,20.7,,982
2367,755.LSSF.BETA.D30.14.07.11.lane1.NoIndex.L001,19,,961
2368,755.LSSF.BETA.D20.08.07.11.lane1.NoIndex.L001,19,,429
2369,755.LSSF.BETA.D30.30.06.11.lane1.NoIndex.L001,19,,291
2370,755.LSSF.BETA.D20.23.06.11.lane1.NoIndex.L001,19,,352
2371,755.LSSF.BETA.D15.16.06.11.lane1.NoIndex.L001,19,,321
2372,755.LSSF.BETA.D20.09.06.11.lane1.NoIndex.L001,18.4,,167
2373,755.LSSF.BETA.D30.02.06.11.lane1.NoIndex.L001,18.6,,124
2374,755.LSSF.BETA.D45.26.05.11.lane1.NoIndex.L001,19.1,,98
2375,755.LSSF.GAMMA.D20.09.06.11.lane1.NoIndex.L001,18.4,,171
2376,755.LSSF.GAMMA.D20.02.06.11.lane1.NoIndex.L001,18.6,,131
2377,755.LSSF.GAMMA.D20.26.05.11.lane1.NoIndex.L001,19.1,,81
2378,755.LSSF.BETA.D30.22.07.11.lane1.NoIndex.L001,20.7,,1369
2379,755.LSSF.BETA.D20.14.07.11.lane1.NoIndex.L001,19,,497
2380,755.LSSF.BETA.D15.08.07.11.lane1.NoIndex.L001,19,,429
2381,755.LSSF.BETA.D20.30.06.11.lane1.NoIndex.L001,19,,231
2382,755.LSSF.BETA.D15.23.06.11.lane1.NoIndex.L001,19,,322
2383,755.LSSF.BETA.D10.16.06.11.lane1.NoIndex.L001,19,,270
2384,755.LSSF.BETA.D15.09.06.11.lane1.NoIndex.L001,18.4,,193
2385,755.LSSF.BETA.D20.02.06.11.lane1.NoIndex.L001,18.6,,130
2386,755.LSSF.BETA.D30.26.05.11.lane1.NoIndex.L001,19.1,,99
2387,755.LSSF.GAMMA.D15.09.06.11.lane1.NoIndex.L001,18.4,,169
2388,755.LSSF.GAMMA.D15.02.06.11.lane1.NoIndex.L001,18.6,,107
2389,755.LSSF.GAMMA.D15.26.05.11.lane1.NoIndex.L001,19.1,,101
2390,755.LSSF.BETA.D20.22.07.11.lane1.NoIndex.L001,20.7,,1056
2391,755.LSSF.BETA.D15.14.07.11.lane1.NoIndex.L001,19,,935
2392,755.LSSF.BETA.D10.08.07.11.lane1.NoIndex.L001,19,,397
2393,755.LSSF.BETA.D15.30.06.11.lane1.NoIndex.L001,19,,236
2394,755.LSSF.BETA.D10.23.06.11.lane1.NoIndex.L001,19,,315
2395,755.LSSF.BETA.D5.16.06.11.lane1.NoIndex.L001,19,,228
2396,755.LSSF.BETA.D10.09.06.11.lane1.NoIndex.L001,18.4,,164
2397,755.LSSF.BETA.D15.02.06.11.lane1.NoIndex.L001,18.6,,108
2398,755.LSSF.BETA.D20.26.05.11.lane1.NoIndex.L001,19.1,,78
2399,755.LSSF.GAMMA.D10.09.06.11.lane1.NoIndex.L001,18.4,,132
2400,755.LSSF.GAMMA.D10.02.06.11.lane1.NoIndex.L001,18.6,,89
2401,755.LSSF.BETA.D15.22.07.11.lane1.NoIndex.L001,20.7,,1277
2402,755.LSSF.BETA.D10.14.07.11.lane1.NoIndex.L001,19,,410
2403,755.LSSF.BETA.D5.08.07.11.lane1.NoIndex.L001,19,,241
2404,755.LSSF.BETA.D10.30.06.11.lane1.NoIndex.L001,19,,243
2405,755.LSSF.BETA.D5.23.06.11.lane1.NoIndex.L001,19,,295
2406,755.LSSF.BETA.D1.16.06.11.lane1.NoIndex.L001,19,,250
2407,755.LSSF.BETA.D5.09.06.11.lane1.NoIndex.L001,18.4,,116
2408,755.LSSF.BETA.D10.02.06.11.lane1.NoIndex.L001,18.6,,114
2409,755.INA.20.09.11.lane1.NoIndex.L001,15.6,7.4,127
2410,755.SSFA.L3.D1.20.09.11.lane1.NoIndex.L001,17.6,,1266
2411,755.SSFA.L2.D1.20.09.11.lane1.NoIndex.L001,17.6,,1312
2412,755.SSFB.L3.D5.24.08.11.lane1.NoIndex.L001,21.9,,1166
2413,755.SSFB.L1.D5.24.08.11.lane1.NoIndex.L001,21.9,,1158
2414,755.SSFA.L3.D20.24.08.11.lane1.NoIndex.L001,21.9,,1177
2415,755.SSFB.L3.D10.18.10.11.lane1.NoIndex.L001,5.3,,1228
2416,755.SSFB.L1.D10.18.10.11.lane1.NoIndex.L001,5.3,,1276
2417,755.SSFA.L3.D10.18.10.11.lane1.NoIndex.L001,5.3,,963
2418,755.SSFA.L1.D10.18.10.11.lane1.NoIndex.L001,5.3,,971
2419,755.SSFB.L3.D30.20.09.11.lane1.NoIndex.L001,17.6,,1130
2420,755.SSFB.L1.D30.20.09.11.lane1.NoIndex.L001,17.6,,1141
2421,755.SSFA.L3.D50.20.09.11.lane1.NoIndex.L001,17.6,,1123
2422,755.SSFA.L2.D50.20.09.11.lane1.NoIndex.L001,17.6,,1012
2423,755.EFB.24.08.11.lane1.NoIndex.L001,14.88,7,1166
2424,755.SSFB.L3.D3.24.08.11.lane1.NoIndex.L001,21.9,,1164
2425,755.SSFB.L1.D3.24.08.11.lane1.NoIndex.L001,21.9,,1127
2426,755.SSFA.L3.D10.24.08.11.lane1.NoIndex.L001,21.9,,1202
2427,755.SSFB.L3.D5.18.10.11.lane1.NoIndex.L001,5.3,,1255
2428,755.SSFA.L3.D5.18.10.11.lane1.NoIndex.L001,5.3,,1046
2429,755.SSFA.L1.D5.18.10.11.lane1.NoIndex.L001,5.3,,1040
2430,755.SSFB.L3.D20.20.09.11.lane1.NoIndex.L001,17.6,,1167
2431,755.SSFB.L1.D20.20.09.11.lane1.NoIndex.L001,17.6,,1025
2432,755.SSFA.L2.D40.20.09.11.lane1.NoIndex.L001,17.6,,1095
2433,755.INB.24.08.11.lane1.NoIndex.L001,15.44,6.84,1313
2434,755.SSFB.L3.D1.24.08.11.lane1.NoIndex.L001,21.9,,1152
2435,755.SSFB.L1.D1.24.08.11.lane1.NoIndex.L001,21.9,,1082
2436,755.SSFA.L3.D5.24.08.11.lane1.NoIndex.L001,21.9,,1129
2437,755.SSFB.L3.D3.18.10.11.lane1.NoIndex.L001,5.3,,1224
2438,755.SSFB.L1.D3.18.10.11.lane1.NoIndex.L001,5.3,,1254
2439,755.SSFA.L3.D3.18.10.11.lane1.NoIndex.L001,5.3,,974
2440,755.SSFA.L1.D3.18.10.11.lane1.NoIndex.L001,5.3,,1020
2441,755.SSFB.L3.D10.20.09.11.lane1.NoIndex.L001,17.6,,1154
2442,755.SSFB.L1.D10.20.09.11.lane1.NoIndex.L001,17.6,,1069
2443,755.SSFA.L3.D30.20.09.11.lane1.NoIndex.L001,17.6,,1167
2444,755.SSFA.L2.D30.20.09.11.lane1.NoIndex.L001,17.6,,1052
2445,755.SSFB.L3.D50.24.08.11.lane1.NoIndex.L001,21.9,,1178
2446,755.SSFB.L1.D50.24.08.11.lane1.NoIndex.L001,21.9,,1137
2447,755.EFA.24.08.11.lane1.NoIndex.L001,16.42,6.9,365
2448,755.SSFA.L3.D1.24.08.11.lane1.NoIndex.L001,21.9,,1182
2449,755.SSFA.L2.D1.24.08.11.lane1.NoIndex.L001,21.9,,1101
2450,755.SSFB.L3.D5.26.07.11.lane1.NoIndex.L001,21.5,,619
2451,755.SSFB.L1.D5.26.07.11.lane1.NoIndex.L001,21.5,,722
2452,755.SSFA.L2.D20.26.07.11.lane1.NoIndex.L001,21.5,,738
2453,755.SSFB.L3.D40.19.07.11.lane1.NoIndex.L001,21,,1159
2454,755.SSFB.L1.D40.19.07.11.lane1.NoIndex.L001,21,,1204
2455,755.INA.19.07.11.lane1.NoIndex.L001,16.66,7.1,1274
2456,755.SSFA.L3.D1.19.07.11.lane1.NoIndex.L001,21,,1056
2457,755.SSFA.L2.D1.19.07.11.lane1.NoIndex.L001,21,,1131
2458,755.SSFA.L1.D1.19.07.11.lane1.NoIndex.L001,21,,1311
2459,755.SSFA.L2.D50.24.08.11.lane1.NoIndex.L001,21.9,,1176
2460,755.EFB.26.07.11.lane1.NoIndex.L001,16.2,7.1,794
2461,755.SSFB.L3.D3.26.07.11.lane1.NoIndex.L001,21.5,,607
2462,755.SSFB.L1.D3.26.07.11.lane1.NoIndex.L001,21.5,,675
2463,755.SSFA.L2.D10.26.07.11.lane1.NoIndex.L001,21.5,,695
2464,755.SSFB.L3.D30.19.07.11.lane1.NoIndex.L001,21,,1071
2465,755.SSFB.L1.D30.19.07.11.lane1.NoIndex.L001,21,,1272
2466,755.SSFA.L3.D50.19.07.11.lane1.NoIndex.L001,21,,1171
2467,755.SSFA.L2.D50.19.07.11.lane1.NoIndex.L001,21,,1178
2468,755.SSFA.L1.D50.19.07.11.lane1.NoIndex.L001,21,,1375
2469,755.EFB.12.07.11.lane1.NoIndex.L001,14.1,7.08,1135
2470,755.SSFA.L2.D40.24.08.11.lane1.NoIndex.L001,21.9,,1148
2471,755.INB.26.07.11.lane1.NoIndex.L001,16.9,7.1,804
2472,755.SSFB.L3.D1.26.07.11.lane1.NoIndex.L001,21.5,,596
2473,755.SSFB.L1.D1.26.07.11.lane1.NoIndex.L001,21.5,,541
2474,755.SSFA.L2.D5.26.07.11.lane1.NoIndex.L001,21.5,,694
2475,755.SSFB.L3.D20.19.07.11.lane1.NoIndex.L001,21,,1064
2476,755.SSFB.L1.D20.19.07.11.lane1.NoIndex.L001,21,,1135
2477,755.SSFA.L3.D40.19.07.11.lane1.NoIndex.L001,21,,1128
2478,755.SSFA.L2.D40.19.07.11.lane1.NoIndex.L001,21,,1094
2479,755.SSFA.L1.D40.19.07.11.lane1.NoIndex.L001,21,,1196
2480,755.INB.12.07.11.lane1.NoIndex.L001,14.72,7.22,1032
2481,755.SSFA.L2.D30.24.08.11.lane1.NoIndex.L001,21.9,,1147
2482,755.SSFB.L3.D50.26.07.11.lane1.NoIndex.L001,21.5,,643
2483,755.SSFB.L1.D50.26.07.11.lane1.NoIndex.L001,21.5,,649
2484,755.EFA.26.07.11.lane1.NoIndex.L001,16.9,7,1299
2485,755.SSFA.L2.D3.26.07.11.lane1.NoIndex.L001,21.5,,786
2486,755.SSFB.L3.D10.19.07.11.lane1.NoIndex.L001,21,,1084
2487,755.SSFB.L1.D10.19.07.11.lane1.NoIndex.L001,21,,1152
2488,755.SSFA.L3.D30.19.07.11.lane1.NoIndex.L001,21,,1125
2489,755.SSFA.L2.D30.19.07.11.lane1.NoIndex.L001,21,,1172
2490,755.SSFA.L1.D30.19.07.11.lane1.NoIndex.L001,21,,1243
2491,755.SSFB.L3.D50.12.07.11.lane1.NoIndex.L001,20.99,,1037
2492,755.SSFA.L2.D20.24.08.11.lane1.NoIndex.L001,21.9,,1064
2493,755.SSFB.L3.D40.26.07.11.lane1.NoIndex.L001,21.5,,691
2494,755.SSFB.L1.D40.26.07.11.lane1.NoIndex.L001,21.5,,733
2495,755.SSFA.L2.D1.26.07.11.lane1.NoIndex.L001,21.5,,776
2496,755.SSFB.L3.D5.19.07.11.lane1.NoIndex.L001,21,,1118
2497,755.SSFB.L1.D5.19.07.11.lane1.NoIndex.L001,21,,1157
2498,755.SSFA.L3.D20.19.07.11.lane1.NoIndex.L001,21,,1109
2499,755.SSFA.L2.D20.19.07.11.lane1.NoIndex.L001,21,,1108
2500,755.SSFA.L1.D20.19.07.11.lane1.NoIndex.L001,21,,1160
2501,755.SSFB.L3.D40.12.07.11.lane1.NoIndex.L001,20.99,,1263
2502,755.SSFA.L2.D10.24.08.11.lane1.NoIndex.L001,21.9,,1202
2503,755.SSFB.L3.D30.26.07.11.lane1.NoIndex.L001,21.5,,598
2504,755.SSFB.L1.D30.26.07.11.lane1.NoIndex.L001,21.5,,610
2505,755.SSFA.L3.D50.26.07.11.lane1.NoIndex.L001,21.5,,775
2506,755.SSFA.L2.D50.26.07.11.lane1.NoIndex.L001,21.5,,737
2507,755.EFB.19.07.11.lane1.NoIndex.L001,16.3,7.1,335
2508,755.SSFB.L3.D3.19.07.11.lane1.NoIndex.L001,21,,1074
2509,755.SSFB.L1.D3.19.07.11.lane1.NoIndex.L001,21,,1091
2510,755.SSFA.L3.D10.19.07.11.lane1.NoIndex.L001,21,,1103
2511,755.SSFB.L3.D30.12.07.11.lane1.NoIndex.L001,20.99,,1113
2512,755.SSFA.L2.D5.24.08.11.lane1.NoIndex.L001,21.9,,1233
2513,755.SSFB.L3.D20.26.07.11.lane1.NoIndex.L001,21.5,,754
2514,755.SSFB.L1.D20.26.07.11.lane1.NoIndex.L001,21.5,,751
2515,755.SSFA.L3.D40.26.07.11.lane1.NoIndex.L001,21.5,,507
2516,755.SSFA.L2.D40.26.07.11.lane1.NoIndex.L001,21.5,,630
2517,755.INB.19.07.11.lane1.NoIndex.L001,16.8,7.1,250
2518,755.SSFB.L3.D1.19.07.11.lane1.NoIndex.L001,21,,1085
2519,755.SSFB.L1.D1.19.07.11.lane1.NoIndex.L001,21,,1050
2520,755.SSFA.L3.D5.19.07.11.lane1.NoIndex.L001,21,,1098
2521,755.LSSF.THETA.D5.22.07.11.lane1.NoIndex.L001,20.7,,370
2522,755.LSSF.ETA.D5.22.07.11.lane1.NoIndex.L001,20.7,,804
2523,755.LSSF.ZETA.D5.22.07.11.lane1.NoIndex.L001,20.7,,619
2524,755.LSSF.EPSILON.D5.22.07.11.lane1.NoIndex.L001,20.7,,308
2525,755.LSSF.ALPHA.D5.22.07.11.lane1.NoIndex.L001,20.7,,1004
2526,755.LSSF.ALPHA.D1.14.07.11.lane1.NoIndex.L001,19,,695
2527,755.EF.ALPHA.30.06.11.lane1.NoIndex.L001,14.4,7.62,510
2528,755.LSSF.ALPHA.D45.23.06.11.lane1.NoIndex.L001,19,,986
2529,755.LSSF.ALPHA.D30.16.06.11.lane1.NoIndex.L001,19,,964
2530,755.LSSF.DELTA.D30.22.07.11.lane1.NoIndex.L001,20.7,,1268
2531,755.LSSF.DELTA.D20.14.07.11.lane1.NoIndex.L001,19,,865
2532,755.LSSF.THETA.D1.22.07.11.lane1.NoIndex.L001,20.7,,321
2533,755.LSSF.ETA.D1.22.07.11.lane1.NoIndex.L001,20.7,,795
2534,755.LSSF.ZETA.D1.22.07.11.lane1.NoIndex.L001,20.7,,829
2535,755.LSSF.EPSILON.D1.22.07.11.lane1.NoIndex.L001,20.7,,298
2536,755.LSSF.ALPHA.D1.22.07.11.lane1.NoIndex.L001,20.7,,994
2537,755.LSSF.ALPHA.D45.08.07.11.lane1.NoIndex.L001,19,,1156
2538,755.LSSF.ALPHA.D45.30.06.11.lane1.NoIndex.L001,19,,695
2539,755.LSSF.ALPHA.D30.23.06.11.lane1.NoIndex.L001,19,,1122
2540,755.LSSF.ALPHA.D20.16.06.11.lane1.NoIndex.L001,19,,1053
2541,755.LSSF.ALPHA.D20.09.06.11.lane1.NoIndex.L001,18.4,,849
2542,755.LSSF.DELTA.D20.22.07.11.lane1.NoIndex.L001,20.7,,1254
2543,755.LSSF.DELTA.D15.14.07.11.lane1.NoIndex.L001,19,,848
2544,755.SSFA.L1.D5.19.07.11.lane1.NoIndex.L001,21,,1255
2545,755.SSFB.L3.D20.12.07.11.lane1.NoIndex.L001,20.99,,1131
2546,755.SSFA.L2.D3.24.08.11.lane1.NoIndex.L001,21.9,,1188
2547,755.SSFB.L3.D10.26.07.11.lane1.NoIndex.L001,21.5,,666
2548,755.SSFB.L1.D10.26.07.11.lane1.NoIndex.L001,21.5,,731
2549,755.SSFA.L3.D30.26.07.11.lane1.NoIndex.L001,21.5,,913
2550,755.SSFA.L2.D30.26.07.11.lane1.NoIndex.L001,21.5,,672
2551,755.SSFB.L3.D50.19.07.11.lane1.NoIndex.L001,21,,1156
2552,755.SSFB.L1.D50.19.07.11.lane1.NoIndex.L001,21,,1247
2553,755.EFA.19.07.11.lane1.NoIndex.L001,16.5,6.94,240
2554,755.SSFA.L3.D3.19.07.11.lane1.NoIndex.L001,21,,1110
2555,755.SSFA.L2.D3.19.07.11.lane1.NoIndex.L001,21,,1174
2556,755.SSFA.L1.D3.19.07.11.lane1.NoIndex.L001,21,,1358
2557,755.SSFB.L3.D10.12.07.11.lane1.NoIndex.L001,20.99,,1211
2558,755.SSFB.L3.D5.12.07.11.lane1.NoIndex.L001,20.99,,1165
2559,755.SSFB.L1.D5.12.07.11.lane1.NoIndex.L001,20.99,,1241
2560,755.SSFB.L3.D40.06.07.11.lane1.NoIndex.L001,16.1,,1164
2561,755.SSFB.L1.D40.06.07.11.lane1.NoIndex.L001,16.1,,1325
2562,755.INA.06.07.11.lane1.NoIndex.L001,13.64,7.2,862
2563,755.SSFA.L3.D1.06.07.11.lane1.NoIndex.L001,16.1,,1148
2564,755.SSFA.L2.D1.06.07.11.lane1.NoIndex.L001,16.1,,1266
2565,755.SSFB.L3.D5.28.06.11.lane1.NoIndex.L001,21.3,,1163
2566,755.SSFB.L1.D5.28.06.11.lane1.NoIndex.L001,21.3,,1276
2567,755.SSFB.L3.D3.12.07.11.lane1.NoIndex.L001,20.99,,1162
2568,755.SSFB.L1.D3.12.07.11.lane1.NoIndex.L001,20.99,,1187
2569,755.SSFA.L3.D10.12.07.11.lane1.NoIndex.L001,20.99,,1169
2570,755.SSFB.L3.D30.06.07.11.lane1.NoIndex.L001,16.1,,1218
2571,755.SSFB.L1.D30.06.07.11.lane1.NoIndex.L001,16.1,,1322
2572,755.SSFA.L3.D50.06.07.11.lane1.NoIndex.L001,16.1,,1166
2573,755.SSFA.L2.D50.06.07.11.lane1.NoIndex.L001,16.1,,1173
2574,755.EFB.28.06.11.lane1.NoIndex.L001,13.48,7.1,166
2575,755.SSFB.L3.D3.28.06.11.lane1.NoIndex.L001,21.3,,1167
2576,755.SSFB.L1.D3.28.06.11.lane1.NoIndex.L001,21.3,,1317
2577,755.SSFA.L3.D10.28.06.11.lane1.NoIndex.L001,21.3,,1173
2578,755.SSFB.L3.D1.12.07.11.lane1.NoIndex.L001,20.99,,1172
2579,755.SSFB.L1.D1.12.07.11.lane1.NoIndex.L001,20.99,,1262
2580,755.SSFA.L3.D5.12.07.11.lane1.NoIndex.L001,20.99,,1134
2581,755.SSFB.L3.D20.06.07.11.lane1.NoIndex.L001,16.1,,1244
2582,755.SSFB.L1.D20.06.07.11.lane1.NoIndex.L001,16.1,,1311
2583,755.SSFA.L2.D40.06.07.11.lane1.NoIndex.L001,16.1,,1208
2584,755.INB.28.06.11.lane1.NoIndex.L001,14.02,6.98,1200
2585,755.SSFB.L3.D1.28.06.11.lane1.NoIndex.L001,21.3,,1171
2586,755.SSFB.L1.D1.28.06.11.lane1.NoIndex.L001,21.3,,1244
2587,755.SSFA.L3.D5.28.06.11.lane1.NoIndex.L001,21.3,,1055
2588,755.SSFB.L1.D50.12.07.11.lane1.NoIndex.L001,20.99,,1177
2589,755.EFA.12.07.11.lane1.NoIndex.L001,14.44,7,593
2590,755.SSFA.L3.D3.12.07.11.lane1.NoIndex.L001,20.99,,1105
2591,755.SSFB.L3.D10.06.07.11.lane1.NoIndex.L001,16.1,,1226
2592,755.SSFB.L1.D10.06.07.11.lane1.NoIndex.L001,16.1,,1231
2593,755.SSFA.L2.D30.06.07.11.lane1.NoIndex.L001,16.1,,1188
2594,755.SSFB.L3.D50.28.06.11.lane1.NoIndex.L001,21.3,,1229
2595,755.SSFB.L1.D50.28.06.11.lane1.NoIndex.L001,21.3,,1404
2596,755.EFA.28.06.11.lane1.NoIndex.L001,14.3,7.3,1082
2597,755.SSFA.L3.D3.28.06.11.lane1.NoIndex.L001,21.3,,1083
2598,755.SSFB.L1.D40.12.07.11.lane1.NoIndex.L001,20.99,,1082
2599,755.INA.12.07.11.lane1.NoIndex.L001,14.94,7.32,414
2600,755.SSFA.L3.D1.12.07.11.lane1.NoIndex.L001,20.99,,1116
2601,755.SSFA.L2.D1.12.07.11.lane1.NoIndex.L001,20.99,,1078
2602,755.SSFB.L3.D5.06.07.11.lane1.NoIndex.L001,16.1,,1238
2603,755.SSFB.L1.D5.06.07.11.lane1.NoIndex.L001,16.1,,1241
2604,755.SSFB.L3.D40.28.06.11.lane1.NoIndex.L001,21.3,,1256
2605,755.SSFB.L1.D40.28.06.11.lane1.NoIndex.L001,21.3,,1297
2606,755.INA.28.06.11.lane1.NoIndex.L001,15.14,7.22,1333
2607,755.SSFA.L3.D1.28.06.11.lane1.NoIndex.L001,21.3,,1061
2608,755.SSFB.L1.D30.12.07.11.lane1.NoIndex.L001,20.99,,1321
2609,755.SSFA.L3.D50.12.07.11.lane1.NoIndex.L001,20.99,,1134
2610,755.SSFA.L2.D50.12.07.11.lane1.NoIndex.L001,20.99,,1212
2611,755.EFB.06.07.11.lane1.NoIndex.L001,13.4,7,1293
2612,755.SSFB.L3.D3.06.07.11.lane1.NoIndex.L001,16.1,,1195
2613,755.SSFB.L1.D3.06.07.11.lane1.NoIndex.L001,16.1,,1272
2614,755.SSFA.L3.D10.06.07.11.lane1.NoIndex.L001,16.1,,1168
2615,755.SSFB.L3.D30.28.06.11.lane1.NoIndex.L001,21.3,,1210
2616,755.SSFB.L1.D30.28.06.11.lane1.NoIndex.L001,21.3,,1313
2617,755.SSFA.L3.D50.28.06.11.lane1.NoIndex.L001,21.3,,1165
2618,755.SSFA.L2.D50.28.06.11.lane1.NoIndex.L001,21.3,,1177
2619,755.SSFB.L1.D20.12.07.11.lane1.NoIndex.L001,20.99,,1151
2620,755.SSFA.L3.D40.12.07.11.lane1.NoIndex.L001,20.99,,1081
2621,755.INB.06.07.11.lane1.NoIndex.L001,13.36,7.08,1414
2622,755.SSFB.L3.D1.06.07.11.lane1.NoIndex.L001,16.1,,1238
2623,755.SSFB.L1.D1.06.07.11.lane1.NoIndex.L001,16.1,,1255
2624,755.SSFB.L1.D10.21.06.11.lane1.NoIndex.L001,10.55,,1093
2625,755.SSFA.L3.3.D10.21.06.11.lane1.NoIndex.L001,10.55,,959
2626,755.SSFA.L1.3.D10.21.06.11.lane1.NoIndex.L001,10.55,,1064
2627,755.SSFA.L3.2.D10.21.06.11.lane1.NoIndex.L001,10.55,,970
2628,755.SSFA.L1.2.D10.21.06.11.lane1.NoIndex.L001,10.55,,1044
2629,755.SSFA.L2.D1.28.06.11.lane1.NoIndex.L001,21.3,,815
2630,755.SSFB.L3.3.D1.21.06.11.lane1.NoIndex.L001,10.55,,393
2631,755.SSFB.L1.3.D1.21.06.11.lane1.NoIndex.L001,10.55,,514
2632,755.SSFB.L3.2.D1.21.06.11.lane1.NoIndex.L001,10.55,,475
2633,755.SSFB.L1.2.D1.21.06.11.lane1.NoIndex.L001,10.55,,693
2634,755.SSFB.L3.D5.21.06.11.lane1.NoIndex.L001,10.55,,1126
2635,755.SSFB.L1.D5.21.06.11.lane1.NoIndex.L001,10.55,,1062
2636,755.SSFA.L3.3.D5.21.06.11.lane1.NoIndex.L001,10.55,,963
2637,755.SSFA.L1.3.D5.21.06.11.lane1.NoIndex.L001,10.55,,1053
2638,755.SSFA.L3.2.D5.21.06.11.lane1.NoIndex.L001,10.55,,970
2639,755.SSFA.L1.2.D5.21.06.11.lane1.NoIndex.L001,10.55,,1078
2640,755.SSFA.L3.D20.21.06.11.lane1.NoIndex.L001,10.55,,1133
2641,755.SSFB.L3.3.D50.21.06.11.lane1.NoIndex.L001,10.55,,766
2642,755.SSFB.L1.3.D50.21.06.11.lane1.NoIndex.L001,10.55,,441
2643,755.SSFB.L3.2.D50.21.06.11.lane1.NoIndex.L001,10.55,,594
2644,755.SSFB.L1.2.D50.21.06.11.lane1.NoIndex.L001,10.55,,556
2645,755.EFB.21.06.11.lane1.NoIndex.L001,13.48,7.1,1132
2646,755.SSFB.L3.D3.21.06.11.lane1.NoIndex.L001,10.55,,1194
2647,755.SSFB.L1.D3.21.06.11.lane1.NoIndex.L001,10.55,,1131
2648,755.SSFA.L3.3.D3.21.06.11.lane1.NoIndex.L001,10.55,,950
2649,755.SSFA.L1.3.D3.21.06.11.lane1.NoIndex.L001,10.55,,1000
2650,755.SSFA.L3.2.D3.21.06.11.lane1.NoIndex.L001,10.55,,915
2651,755.SSFA.L1.2.D3.21.06.11.lane1.NoIndex.L001,10.55,,1069
2652,755.SSFB.L3.3.D40.21.06.11.lane1.NoIndex.L001,10.55,,782
2653,755.SSFB.L1.3.D40.21.06.11.lane1.NoIndex.L001,10.55,,375
2654,755.SSFB.L3.2.D40.21.06.11.lane1.NoIndex.L001,10.55,,508
2655,755.SSFB.L1.2.D40.21.06.11.lane1.NoIndex.L001,10.55,,458
2656,755.INB.21.06.11.lane1.NoIndex.L001,14.02,6.98,1174
2657,755.SSFB.L3.D1.21.06.11.lane1.NoIndex.L001,10.55,,1239
2658,755.SSFB.L1.D1.21.06.11.lane1.NoIndex.L001,10.55,,855
2659,755.SSFA.L3.3.D1.21.06.11.lane1.NoIndex.L001,10.55,,840
